X,loan_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,desc,purpose,title,zip_code,addr_state,dti,rate
1437018,10000,10000, 36 months,9.44%,320.05,B,B1,Social Worker,RENT,56000,Not Verified,Jun-17,Fully Paid,n,,credit_card,Credit card refinancing,100xx,NY,14.4,0.0944
2100553,15000,15000, 60 months,10.08%,319.3,B,B1,School Psychologist,MORTGAGE,66000,Source Verified,Jul-18,Current,n,,credit_card,Credit card refinancing,380xx,TN,18.95,0.1008
792423,12000,12000, 60 months,20.49%,321.21,E,E4,welder,RENT,45000,Verified,Apr-15,Current,n,,small_business,Business,140xx,NY,23.15,0.2049
1984213,7200,7200, 36 months,20.39%,269.02,D,D4,Inventory Control Coordinator,RENT,53000,Source Verified,Apr-18,Current,n,,home_improvement,Home improvement,101xx,NY,12.43,0.2039
1429117,17925,17925, 36 months,9.44%,573.69,B,B1,Appliance Specialist,MORTGAGE,39000,Not Verified,Jun-17,Current,n,,debt_consolidation,Debt consolidation,430xx,OH,28.06,0.0944
1957790,8000,8000, 36 months,6.71%,245.96,A,A3,Supervisor,MORTGAGE,80000,Not Verified,May-18,Fully Paid,n,,credit_card,Credit card refinancing,557xx,MN,9.23,0.0671
449969,12000,12000, 36 months,12.85%,403.47,B,B4,Director Of Finance,MORTGAGE,80000,Source Verified,Jan-14,Fully Paid,n,,debt_consolidation,Debt consolidation,189xx,PA,18.29,0.1285
370551,12000,12000, 60 months,22.15%,332.46,E,E5,Maintenance,MORTGAGE,56000,Not Verified,Jun-14,Fully Paid,n,,credit_card,Credit card refinancing,490xx,MI,15.65,0.2215
538292,5000,5000, 36 months,8.18%,157.1,B,B1,Slot Supervisor,MORTGAGE,55000,Not Verified,Nov-15,Fully Paid,n,,debt_consolidation,Debt consolidation,974xx,OR,33.73,0.0818
2126063,12000,12000, 60 months,19.42%,314.07,D,D3, Foreman ,RENT,84000,Source Verified,Jul-18,In Grace Period,n,,debt_consolidation,Debt consolidation,606xx,IL,5.24,0.1942
2005309,25000,25000, 60 months,17.97%,634.43,D,D1,Lead Medication Technician ,OWN,37000,Verified,Sep-18,Current,n,,debt_consolidation,Debt consolidation,891xx,NV,24.42,0.1797
1111118,9275,9275, 36 months,18.25%,336.48,D,D3,maintence,OWN,74000,Source Verified,Apr-16,Fully Paid,n,,debt_consolidation,Debt consolidation,310xx,GA,13.19,0.1825
1812665,30000,30000, 60 months,19.42%,785.17,D,D3,Tracher,MORTGAGE,34000,Verified,Feb-18,Current,n,,debt_consolidation,Debt consolidation,726xx,AR,47.65,0.1942
462811,35000,35000, 36 months,17.57%,1257.8,D,D2,Pharmacist,MORTGAGE,1.00E+05,Verified,Jan-14,Charged Off,n,,medical,Medical expenses,284xx,NC,13.69,0.1757
605614,25200,25200, 60 months,10.99%,547.79,B,B4,Property Manager ,RENT,58000,Source Verified,Sep-15,Charged Off,n,,debt_consolidation,Debt consolidation,967xx,HI,17.76,0.1099
1219094,25000,25000, 60 months,13.99%,581.58,C,C3,senior Account Director,MORTGAGE,90000,Not Verified,Dec-16,Charged Off,n,,debt_consolidation,Debt consolidation,068xx,CT,15.83,0.1399
1463487,8000,8000, 36 months,10.42%,259.72,B,B3,UPS Technician,MORTGAGE,58000,Not Verified,May-17,Fully Paid,n,,home_improvement,Home improvement,300xx,GA,17.19,0.1042
1938518,10000,10000, 36 months,11.05%,327.63,B,B4,President/Owner,RENT,95000,Source Verified,May-18,Current,n,,credit_card,Credit card refinancing,815xx,CO,34.2,0.1105
2041407,10000,10000, 60 months,7.84%,202,A,A4,Maintenance ,OWN,75000,Not Verified,Sep-18,Current,n,,credit_card,Credit card refinancing,494xx,MI,12.19,0.0784
1921638,6500,6500, 36 months,14.52%,223.8,C,C3,Owner,MORTGAGE,90000,Not Verified,May-18,Current,n,,debt_consolidation,Debt consolidation,671xx,KS,27.4,0.1452
2100819,7275,7275, 36 months,7.21%,225.34,A,A3,Certified Teacher,RENT,72000,Not Verified,Jul-18,Current,n,,credit_card,Credit card refinancing,088xx,NJ,13.03,0.0721
709941,21000,21000, 36 months,14.65%,724.38,C,C5,General Manager ,OWN,50000,Source Verified,Jun-15,Fully Paid,n,,debt_consolidation,Debt consolidation,080xx,NJ,12.77,0.1465
1755415,9950,9950, 36 months,16.02%,349.92,C,C5,Probation Officer,MORTGAGE,63500,Verified,Oct-17,Fully Paid,n,,car,Car financing,302xx,GA,22.89,0.1602
2080390,10000,10000, 60 months,10.47%,214.8,B,B2,Clinical Supervisor,MORTGAGE,62000,Not Verified,Aug-18,Current,n,,debt_consolidation,Debt consolidation,494xx,MI,23.02,0.1047
742540,9175,9175, 36 months,16.55%,325.07,D,D2,Waitress ,RENT,27000,Source Verified,May-15,Charged Off,n,,major_purchase,Major purchase,031xx,NH,9.78,0.1655
1663548,10000,10000, 36 months,13.59%,339.79,C,C2,Nurse,MORTGAGE,55000,Not Verified,Dec-17,Charged Off,n,,debt_consolidation,Debt consolidation,779xx,TX,8.71,0.1359
1142524,36800,36800, 36 months,9.49%,1178.65,B,B2,licensed premier banker,MORTGAGE,150500,Source Verified,Sep-16,Fully Paid,n,,debt_consolidation,Debt consolidation,530xx,WI,13.57,0.0949
1298096,11400,11400, 60 months,21.49%,311.56,D,D5,Patient Benefits Coordinator,MORTGAGE,66800,Source Verified,Oct-16,Fully Paid,n,,debt_consolidation,Debt consolidation,565xx,MN,21.31,0.2149
1796205,10000,10000, 36 months,7.34%,310.33,A,A4,Sr. Underwriter,MORTGAGE,89240,Not Verified,Mar-18,Current,n,,vacation,Vacation,741xx,OK,23.86,0.0734
8237,20000,20000, 36 months,6.99%,617.46,A,A3,Gospel Ministries Center,MORTGAGE,60000,Source Verified,Sep-11,Fully Paid,n,  Borrower added on 08/30/11 > We are consolidating credit card loans into a lower rate loan.<br/>,credit_card,Refinance,815xx,CO,8.8,0.0699
681676,5000,5000, 36 months,7.89%,156.43,A,A5,Asst. Manager,MORTGAGE,141000,Source Verified,Jul-15,Fully Paid,n,,other,Other,088xx,NJ,15.09,0.0789
1352152,12000,12000, 36 months,7.49%,373.22,A,A4,instructional coordinator,MORTGAGE,81000,Not Verified,Mar-17,Fully Paid,n,,debt_consolidation,Debt consolidation,774xx,TX,34.13,0.0749
62881,21000,21000, 36 months,7.90%,657.1,A,A4,EHR Project Director,OWN,90000,Verified,Nov-13,Fully Paid,n,,home_improvement,Home improvement,371xx,TN,7.85,0.079
1081295,3000,3000, 36 months,12.99%,101.07,C,C2,,MORTGAGE,45000,Verified,Apr-16,Fully Paid,n,,home_improvement,Home improvement,956xx,CA,11.58,0.1299
881392,12000,12000, 60 months,10.49%,257.87,B,B3,Front Office,OWN,40000,Source Verified,Jan-15,Fully Paid,n,,credit_card,Credit card refinancing,461xx,IN,29.1,0.1049
461596,25000,25000, 36 months,13.98%,854.2,C,C1,Manager,RENT,88100,Verified,Jan-14,Fully Paid,n,  Borrower added on 01/07/14 > I payoff my existing debt on open accounts. Several years I ran into a period of falling behind in payments as there were family members who needed my financial support and help. I eventually got back on track and have made significant efforts in paying them off.<br>,debt_consolidation,debt consolidation ,923xx,CA,23.38,0.1398
727384,18000,17975, 36 months,12.69%,603.81,C,C2,Team Lead,RENT,77000,Verified,Jun-15,Fully Paid,n,,debt_consolidation,Debt consolidation,303xx,GA,4.47,0.1269
1964592,25000,25000, 60 months,21.85%,688.35,D,D5,,RENT,28000,Verified,Apr-18,Current,n,,home_improvement,Home improvement,109xx,NY,19.16,0.2185
1499118,2700,2700, 36 months,10.49%,87.75,B,B2,Merchandising ,RENT,25000,Not Verified,Apr-17,Current,n,,credit_card,Credit card refinancing,959xx,CA,15.55,0.1049
418154,5100,5100, 36 months,12.49%,170.59,B,B4,Administrative Assistant,RENT,33500,Source Verified,Apr-14,Charged Off,n,,credit_card,Credit card refinancing,130xx,NY,27.7,0.1249
771000,18075,18075, 60 months,18.25%,461.45,E,E1,Auditor,MORTGAGE,250000,Source Verified,Apr-15,Current,n,,other,Other,618xx,IL,6.49,0.1825
206489,18000,17750, 60 months,19.72%,474.09,D,D5,DEPARTMENT OF VETERANS AFFAIRS,MORTGAGE,110000,Verified,Aug-12,Fully Paid,n,,home_improvement,Home Improvement,200xx,DC,6.89,0.1972
1783684,12000,12000, 36 months,12.61%,402.08,C,C1,Quality Systems Coordinator,OWN,38400,Source Verified,Mar-18,Current,n,,debt_consolidation,Debt consolidation,953xx,CA,21.37,0.1261
945111,3000,3000, 36 months,12.99%,101.07,C,C2,,RENT,29000,Verified,Mar-16,Current,n,,moving,Moving and relocation,338xx,FL,32.16,0.1299
1550449,25000,25000, 60 months,10.42%,536.36,B,B3,Teacher,MORTGAGE,65000,Not Verified,Sep-17,Current,n,,debt_consolidation,Debt consolidation,088xx,NJ,15.69,0.1042
66436,12000,12000, 36 months,14.30%,411.89,C,C1,HR Director,RENT,88000,Verified,Nov-13,Fully Paid,n,"  Borrower added on 11/04/13 > Hello, - I am looking consolidate my credit cards at a much lower interest rate then I am currently paying.<br>",credit_card,BOA Capital One Orchard Dell Tire Choice,334xx,FL,14.16,0.143
310684,35000,35000, 60 months,13.35%,802.65,C,C2,General Counsel,MORTGAGE,87500,Verified,Sep-14,Current,n,,credit_card,Credit card refinancing,405xx,KY,21.75,0.1335
56094,14500,14500, 36 months,11.99%,481.54,B,B3,"Manager II, Customer Care",MORTGAGE,58000,Verified,Dec-13,Fully Paid,n,,credit_card,Debt Consolidation,986xx,WA,20.82,0.1199
557735,32400,32325, 60 months,21.99%,894.67,F,F1,2nd Vice President New Business Operatio,MORTGAGE,133000,Verified,Oct-15,Fully Paid,n,,debt_consolidation,Debt consolidation,708xx,LA,23.13,0.2199
147656,10000,10000, 36 months,11.14%,328.06,B,B2,Bassett Healthcare,OWN,55500,Not Verified,Apr-13,Fully Paid,n,,debt_consolidation,consol loan,137xx,NY,17.62,0.1114
1921699,12000,12000, 36 months,11.05%,393.15,B,B4,Supervisor,MORTGAGE,80000,Not Verified,May-18,Current,n,,debt_consolidation,Debt consolidation,853xx,AZ,11.97,0.1105
2008820,3500,3500, 36 months,10.47%,113.71,B,B2,Pressman,MORTGAGE,52000,Not Verified,Sep-18,Current,n,,home_improvement,Home improvement,530xx,WI,12.37,0.1047
1975076,10000,10000, 60 months,17.47%,251.06,D,D1,Office Manager ,RENT,40000,Verified,Apr-18,Late (31-120 days),n,,credit_card,Credit card refinancing,852xx,AZ,41.79,0.1747
243482,18500,18500, 60 months,8.67%,381.08,B,B1,Territory Manager,MORTGAGE,58000,Not Verified,Dec-14,Fully Paid,n,,debt_consolidation,Debt consolidation,330xx,FL,18.74,0.0867
500370,15000,15000, 36 months,11.99%,498.15,C,C1,Clinical Therapist,RENT,58000,Source Verified,Dec-15,Fully Paid,n,,credit_card,Credit card refinancing,913xx,CA,26.51,0.1199
1165499,24000,24000, 60 months,25.29%,708.52,E,E5,Sales Agent,MORTGAGE,185000,Source Verified,Aug-16,Charged Off,n,,debt_consolidation,Debt consolidation,483xx,MI,18.78,0.2529
625581,16000,16000, 60 months,16.99%,397.56,D,D3,Assistant Principal,MORTGAGE,68100,Verified,Sep-15,Fully Paid,n,,debt_consolidation,Debt consolidation,714xx,LA,22.26,0.1699
1435455,20000,20000, 60 months,12.62%,451.19,C,C1,Director of HR,RENT,105000,Not Verified,Jun-17,Fully Paid,n,,debt_consolidation,Debt consolidation,346xx,FL,10.14,0.1262
1520329,10000,10000, 36 months,13.99%,341.73,C,C3,"Help Desk Coordinator, Sr. Tech ",MORTGAGE,92000,Source Verified,Apr-17,Current,n,,credit_card,Credit card refinancing,917xx,CA,22.36,0.1399
2115827,20000,19750, 36 months,10.47%,649.77,B,B2,Lead mammographer ,MORTGAGE,90000,Source Verified,Jul-18,Current,n,,debt_consolidation,Debt consolidation,930xx,CA,14.8,0.1047
1560962,20000,20000, 36 months,12.62%,670.23,C,C1,Legal Secretary,RENT,60000,Source Verified,Sep-17,Current,n,,debt_consolidation,Debt consolidation,210xx,MD,13.24,0.1262
2112019,7000,7000, 36 months,14.47%,240.85,C,C2,Supervisor ,RENT,38000,Source Verified,Jul-18,Current,n,,credit_card,Credit card refinancing,112xx,NY,22.49,0.1447
1900309,15000,15000, 36 months,13.06%,505.85,C,C1,Truck driver,RENT,70000,Source Verified,Jun-18,Current,n,,debt_consolidation,Debt consolidation,606xx,IL,12.02,0.1306
1457731,36000,36000, 60 months,15.05%,857.39,C,C4,Dir. of Operations & Sr. Project Manager,MORTGAGE,133000,Verified,May-17,Current,n,,debt_consolidation,Debt consolidation,231xx,VA,16.56,0.1505
1910181,9500,9500, 36 months,12.13%,316.13,B,B5,Premises Technician,RENT,80000,Not Verified,Jun-18,Fully Paid,n,,debt_consolidation,Debt consolidation,917xx,CA,15.36,0.1213
1001715,20000,20000, 36 months,10.78%,652.7,B,B4,owner,MORTGAGE,90000,Not Verified,Jan-16,Fully Paid,n,,small_business,Business,656xx,MO,17.49,0.1078
1573614,14000,14000, 36 months,7.21%,433.63,A,A3,Field Manager,RENT,80000,Source Verified,Aug-17,Current,n,,house,Home buying,104xx,NY,12.44,0.0721
150953,26600,26600, 36 months,16.29%,938.99,C,C4,,MORTGAGE,69000,Verified,Apr-13,Fully Paid,n,,debt_consolidation,Debt consolidation,122xx,NY,19.17,0.1629
2079678,10400,10400, 60 months,16.91%,257.97,C,C5,Manager,OWN,110000,Not Verified,Aug-18,Current,n,,debt_consolidation,Debt consolidation,606xx,IL,18.89,0.1691
1825974,18000,18000, 36 months,13.59%,611.62,C,C2,Machinist,RENT,60000,Source Verified,Feb-18,Current,n,,debt_consolidation,Debt consolidation,983xx,WA,18.8,0.1359
121850,4200,4200, 36 months,11.55%,138.6,B,B3,Sunfair Chevrolet,RENT,52000,Not Verified,Jul-13,Fully Paid,n,  Borrower added on 06/22/13 > With this loan I will make a huge step towards freedom from credit card debt! <br>I have an exceptionally stable job and a solid income.<br>,credit_card,Consolidate. Pay off. Be free.,989xx,WA,17.08,0.1155
1823,5000,5000, 36 months,12.69%,167.73,B,B5,Target & Public Storage(2 jobs),RENT,33000,Source Verified,Dec-11,Fully Paid,n,,moving,Moving loan,852xx,AZ,14.8,0.1269
46374,8000,8000, 36 months,7.62%,249.3,A,A3,Technicion ,RENT,40000,Not Verified,Dec-13,Fully Paid,n,,debt_consolidation,Payoff debt ,301xx,GA,14.52,0.0762
544843,16300,16300, 36 months,12.05%,541.79,C,C1,Customer Service Manager,RENT,61000,Verified,Nov-15,Fully Paid,n,,debt_consolidation,Debt consolidation,551xx,MN,24.37,0.1205
1732597,3200,3200, 36 months,10.42%,103.89,B,B3,Furniture Manager,MORTGAGE,22000,Source Verified,Oct-17,Current,n,,other,Other,704xx,LA,22.15,0.1042
1591247,7200,7200, 36 months,10.42%,233.75,B,B3,concrete formeman,OWN,50000,Source Verified,Aug-17,Current,n,,debt_consolidation,Debt consolidation,666xx,KS,13.3,0.1042
989955,12000,12000, 36 months,9.80%,386.09,B,B3,,RENT,48000,Not Verified,Feb-16,Fully Paid,n,,debt_consolidation,Debt consolidation,088xx,NY,30.43,0.098
33185,8000,7600, 36 months,13.57%,271.75,C,C3,Gordon Trucking Inc.,RENT,42500,Not Verified,Jan-10,Fully Paid,n,"  Borrower added on 12/30/09 > I would like to consolidate all of my loans, credit cards, and debts into one account. I have never had any delinquent accounts, nor had any collection accounts. I have over 22 positive accounts on my credit report. Filing bankruptcy is not an option. I always pay back money I borrow, and am 100% confident, I can make this a positive transaction for the lender, as well as myself.<br/> Borrower added on 01/03/10 > I would like to thank those who have supported my loan so far.<br/>",debt_consolidation,Debt Consolidation,953xx,CA,24.99,0.1357
1678797,20000,20000, 60 months,19.03%,519.15,D,D3,Associate Dentist,RENT,110000,Source Verified,Dec-17,Fully Paid,n,,other,Other,840xx,UT,1.4,0.1903
2049777,16500,16500, 36 months,8.46%,520.56,A,A5,3D Designer,RENT,81000,Source Verified,Aug-18,Current,n,,credit_card,Credit card refinancing,941xx,CA,13.21,0.0846
477875,11225,11225, 36 months,14.48%,386.27,C,C5,,OWN,24000,Verified,Dec-15,Fully Paid,n,,other,Other,211xx,MD,3.2,0.1448
123423,12000,12000, 36 months,14.33%,412.06,C,C1,state of ca,RENT,70000,Verified,Jul-13,Charged Off,n,,debt_consolidation,free n clear,957xx,CA,32.66,0.1433
455346,13850,13750, 36 months,10.99%,453.37,B,B2,,MORTGAGE,62000,Verified,Jan-14,Fully Paid,n,,credit_card,Credit card refinancing,951xx,CA,16.11,0.1099
422683,31575,31525, 60 months,24.08%,909.82,F,F2,Assistant Manager of Operations,MORTGAGE,72000,Source Verified,Mar-14,Charged Off,n,,home_improvement,Home improvement,483xx,MI,9.38,0.2408
220662,18000,18000, 36 months,15.31%,626.72,C,C3,Paulstra,MORTGAGE,86400,Verified,Apr-12,Fully Paid,n,  Borrower added on 04/08/12 > Credit cards consolidation<br>,credit_card,credit consolidation,493xx,MI,16.39,0.1531
508396,13625,13625, 60 months,6.00%,262.81,D,D3,WAREHOUSE ASSOCIATE,RENT,29640,Verified,Dec-15,Current,n,,debt_consolidation,Debt consolidation,452xx,OH,29.92,0.06
1961051,24000,24000, 60 months,9.43%,503.23,B,B1,Customer Support Manager,RENT,75782,Not Verified,Apr-18,Current,n,,debt_consolidation,Debt consolidation,750xx,TX,21.74,0.0943
1691548,23875,23875, 60 months,14.08%,556.53,C,C3,Fixed operation Director,MORTGAGE,192000,Not Verified,Nov-17,Current,n,,debt_consolidation,Debt consolidation,442xx,OH,6.36,0.1408
680761,21000,21000, 36 months,14.65%,724.38,C,C5,,RENT,96000,Source Verified,Jul-15,Fully Paid,n,,major_purchase,Major purchase,926xx,CA,0.36,0.1465
515058,3950,3950, 36 months,13.67%,134.37,C,C4,Retail Network Operations Analyst,RENT,63480,Source Verified,Nov-15,Fully Paid,n,,major_purchase,Major purchase,331xx,FL,12.99,0.1367
885663,12000,12000, 60 months,25.80%,357.87,G,G1,IT Office Coordinator ,MORTGAGE,50000,Source Verified,Jan-15,Charged Off,n,,debt_consolidation,Debt consolidation,956xx,CA,15.99,0.258
791571,31575,31575, 60 months,13.33%,723.78,C,C3,Assistant Principal,RENT,178000,Source Verified,Apr-15,Current,n,,debt_consolidation,Debt consolidation,395xx,MS,18.27,0.1333
556268,9600,9600, 36 months,9.99%,309.72,B,B3,EMT/EDT,MORTGAGE,28000,Verified,Oct-15,Fully Paid,n,,debt_consolidation,Debt consolidation,922xx,CA,28.08,0.0999
931109,13150,12950, 36 months,16.29%,464.2,D,D1,regional manager,MORTGAGE,85000,Not Verified,Mar-16,Charged Off,n,,debt_consolidation,Debt consolidation,785xx,TX,27.12,0.1629
2077521,13000,13000, 60 months,22.35%,361.64,D,D5,Human Resource Specialist,MORTGAGE,86580,Verified,Aug-18,Current,n,,debt_consolidation,Debt consolidation,775xx,TX,9.41,0.2235
1823154,15000,15000, 60 months,13.59%,345.85,C,C2,,RENT,28750,Not Verified,Feb-18,Current,n,,credit_card,Credit card refinancing,394xx,MS,37.95,0.1359
1006300,12000,12000, 60 months,15.77%,290.36,D,D1,Director of Programs,MORTGAGE,78586,Not Verified,Jan-16,Current,n,,credit_card,,652xx,MO,29.73,0.1577
55079,10400,10400, 36 months,6.03%,316.53,A,A1,VP Digital Marketing,RENT,165000,Not Verified,Dec-13,Fully Paid,n,,credit_card,Finishing off the cards!,852xx,AZ,11.45,0.0603
1613744,2800,2800, 36 months,9.93%,90.26,B,B2,Teacher,MORTGAGE,82000,Not Verified,Jul-17,Current,n,,credit_card,Credit card refinancing,134xx,NY,20.47,0.0993
1388571,3600,3600, 36 months,14.99%,124.78,C,C4,manager,RENT,48000,Source Verified,Jan-17,Current,n,,debt_consolidation,Debt consolidation,114xx,NY,11.85,0.1499
1179193,5000,5000, 36 months,8.99%,158.98,B,B1,IT Training Manager,MORTGAGE,57989,Source Verified,Aug-16,Fully Paid,n,,debt_consolidation,,294xx,SC,18.58,0.0899
477988,16000,16000, 60 months,8.38%,327.34,B,B1,Driver,OWN,96000,Not Verified,Dec-15,Current,n,,credit_card,Credit card refinancing,300xx,GA,25.71,0.0838
1917644,3800,3800, 36 months,22.90%,146.9,E,E1,Line Shipper,RENT,32020,Source Verified,May-18,Current,n,,other,Other,070xx,NJ,15.25,0.229
115795,10000,10000, 36 months,11.55%,330,B,B3,Patrick Products,MORTGAGE,45000,Not Verified,Jul-13,Fully Paid,n,  Borrower added on 07/08/13 > Would like to buy some utilities for house and also make a few updates to the house.<br>,debt_consolidation,household items ,458xx,OH,21.65,0.1155
843235,14000,14000, 36 months,13.99%,478.42,C,C4,IT & Production Specialist,MORTGAGE,72000,Not Verified,Feb-15,Fully Paid,n,,debt_consolidation,Debt consolidation,992xx,WA,14.55,0.1399
362544,15000,15000, 36 months,10.99%,491.01,B,B3,Purchasing/sales,MORTGAGE,72000,Not Verified,Jun-14,Fully Paid,n,,debt_consolidation,Debt consolidation,492xx,MI,15.53,0.1099
2056881,5000,5000, 36 months,11.06%,163.84,B,B3,,RENT,31859,Verified,Aug-18,Charged Off,n,,debt_consolidation,Debt consolidation,531xx,WI,23.21,0.1106
